id,carat,cut,color,clarity,depth,table,x,y,z,price
23082,0.71,Ideal,F,SI1,61.2,57.0,5.72,5.78,3.51,2514
72061,1.52,Ideal,H,SI2,61.0,56.0,7.49,7.45,4.56,9389
85441,1.02,Ideal,F,SI2,62.6,57.0,6.43,6.39,4.01,4662
128361,1.05,Premium,H,VS2,62.7,58.0,6.48,6.45,4.06,4750
49278,0.3,Very Good,H,SI1,63.1,57.0,4.25,4.24,2.68,540
139451,0.8,Ideal,E,SI1,61.9,54.0,5.94,5.98,3.69,3323
26856,0.4,Premium,E,SI1,61.7,58.0,4.72,4.7,2.9,882
60766,1.0,Premium,E,VS1,59.8,61.0,6.46,6.42,3.86,7695
29921,0.91,Premium,F,SI1,61.3,56.0,6.24,6.27,3.83,4350
55443,0.53,Ideal,D,VS2,61.5,57.0,5.22,5.2,3.2,1873
123596,0.52,Ideal,F,VS2,62.4,57.0,5.12,5.17,3.21,1640
81610,0.31,Premium,E,VS2,61.8,58.0,4.31,4.33,2.67,680
56348,0.34,Ideal,G,VS2,62.4,54.0,4.42,4.47,2.77,596
35790,0.41,Premium,E,VS1,60.9,58.0,4.79,4.83,2.93,1079
68739,1.22,Premium,F,SI2,60.8,61.0,6.94,6.88,4.21,5508
98022,1.25,Ideal,G,VS2,61.8,56.0,6.92,6.98,4.29,9139
162294,0.75,Ideal,D,VS2,62.1,56.0,5.78,5.82,3.6,3121
174535,1.0,Good,I,SI1,63.7,58.0,6.27,6.31,4.01,3541
61160,0.23,Very Good,G,VVS1,61.9,55.0,3.95,3.98,2.45,484
137301,1.04,Premium,G,SI1,61.8,59.0,6.54,6.51,4.04,5167
109959,0.3,Ideal,F,SI1,61.8,56.0,4.3,4.32,2.67,612
32546,1.0,Fair,F,VS2,66.3,57.0,6.13,6.05,4.02,4197
47154,1.01,Ideal,J,SI1,61.6,56.0,6.43,6.47,3.97,4705
151551,1.0,Premium,G,VS2,61.6,58.0,6.43,6.37,3.94,5967
157684,0.55,Very Good,F,VS2,63.2,57.0,5.18,5.23,3.29,1599
125799,1.0,Very Good,I,VS1,63.5,62.0,6.29,6.27,3.99,4422
79414,0.32,Ideal,F,VVS2,61.6,56.0,4.41,4.43,2.72,966
109673,0.36,Ideal,D,VS2,61.4,55.0,4.62,4.6,2.83,1094
165997,0.43,Premium,D,SI1,59.9,60.0,4.86,4.91,2.94,794
57875,1.0,Ideal,F,SI1,62.0,56.0,6.38,6.46,3.98,5408
15019,1.0,Premium,D,SI1,61.6,58.0,6.45,6.4,3.96,4612
116603,1.15,Ideal,H,VS1,62.4,58.0,6.71,6.73,4.19,7477
23556,0.51,Very Good,D,SI1,60.6,59.0,5.13,5.16,3.12,1231
107695,1.16,Ideal,I,VS2,62.1,56.0,6.74,6.78,4.2,5864
93122,1.5,Very Good,J,VS1,62.8,57.0,7.25,7.3,4.56,8820
79869,1.51,Ideal,J,VVS2,61.8,56.0,7.3,7.32,4.52,8319
67081,1.19,Premium,G,VS1,63.0,58.0,6.79,6.74,4.27,8256
150633,1.25,Premium,I,SI1,61.5,59.0,6.95,6.85,4.24,4488
74202,0.33,Ideal,G,VVS2,61.8,55.0,4.44,4.49,2.76,752
27168,0.3,Ideal,H,VS2,61.4,56.0,4.3,4.34,2.66,491
134620,0.38,Ideal,E,VS1,61.5,55.0,4.66,4.68,2.87,999
118622,0.3,Very Good,F,VS2,61.6,61.0,4.27,4.3,2.64,394
77085,1.12,Ideal,J,SI2,61.9,54.0,6.71,6.68,4.15,4140
39527,0.93,Premium,G,VS2,62.5,59.0,6.24,6.19,3.88,4235
30966,1.51,Ideal,E,SI1,62.8,55.0,7.34,7.29,4.61,11607
14962,0.31,Very Good,G,VS1,62.7,56.0,4.31,4.35,2.71,435
55350,0.35,Very Good,I,VS1,61.5,60.0,4.51,4.53,2.78,668
154687,0.73,Premium,H,SI1,61.9,58.0,5.78,5.73,3.57,2332
135695,2.04,Very Good,I,SI1,63.2,57.0,8.03,8.08,5.07,16300
65979,1.05,Premium,I,VS1,61.3,59.0,6.56,6.49,4.01,4854
112582,1.2,Very Good,F,SI2,61.9,59.0,6.73,6.78,4.18,5586
163710,1.63,Ideal,G,VS2,62.0,55.0,7.48,7.55,4.68,14766
90302,0.38,Ideal,F,VVS1,62.0,54.0,4.68,4.7,2.91,1356
135200,0.41,Very Good,D,SI1,62.3,57.0,4.77,4.8,2.98,792
75336,0.82,Ideal,F,I1,62.3,57.0,5.96,5.92,3.68,2673
189429,0.6,Ideal,D,SI1,61.6,54.0,5.41,5.46,3.35,1802
100742,0.36,Good,D,SI1,63.2,54.0,4.54,4.57,2.87,642
13949,0.41,Premium,D,VS2,60.0,56.0,4.82,4.85,2.89,1055
34133,0.31,Ideal,E,VVS2,61.0,56.0,4.38,4.41,2.68,837
140653,0.53,Ideal,G,VS1,61.8,56.0,5.22,5.2,3.22,1608
79714,1.32,Premium,F,SI1,61.0,60.0,7.12,7.03,4.32,6656
169944,2.07,Ideal,I,SI1,60.2,57.0,8.27,8.23,4.97,15832
13379,0.32,Ideal,F,VVS1,61.3,56.0,4.43,4.46,2.72,867
144615,1.0,Ideal,E,SI1,61.7,56.0,6.36,6.42,3.95,5329
22655,2.02,Very Good,E,SI2,62.6,59.0,8.02,8.05,5.04,15354
74635,1.5,Good,J,VS1,63.3,57.0,7.31,7.24,4.59,7961
1219,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1019
192928,0.9,Fair,D,SI2,64.6,54.0,6.08,6.11,3.9,3662
101708,0.25,Ideal,F,VS2,62.6,56.0,4.01,4.05,2.53,595
120610,1.15,Premium,G,SI2,61.7,59.0,6.74,6.69,4.15,5355
155634,0.57,Ideal,G,SI2,61.9,56.0,5.29,5.32,3.28,1214
55943,1.17,Premium,J,VVS2,62.1,59.0,6.76,6.69,4.18,5488
77573,1.0,Good,E,SI1,63.4,56.0,6.34,6.38,4.03,4842
52983,0.51,Good,G,VS2,63.9,56.0,5.13,5.06,3.25,1356
116703,0.36,Ideal,H,IF,61.3,55.0,4.59,4.62,2.82,835
45671,0.9,Good,F,SI1,58.8,62.0,6.3,6.36,3.74,4368
92015,0.76,Ideal,D,SI1,61.8,57.0,5.87,5.84,3.61,3371
121755,0.51,Premium,E,VS2,60.8,59.0,5.12,5.15,3.12,1656
30498,1.25,Ideal,H,VVS2,61.6,55.0,6.96,6.92,4.26,9439
113801,1.24,Premium,F,SI2,62.3,53.0,6.93,6.86,4.29,5327
128539,1.28,Very Good,G,SI2,62.3,57.0,6.91,6.96,4.32,4916
46423,0.31,Very Good,G,SI1,63.0,55.0,4.34,4.38,2.74,499
17900,1.01,Premium,I,SI2,61.0,60.0,6.49,6.43,3.94,3635
8880,2.22,Very Good,J,VS1,62.7,57.0,8.33,8.25,5.22,16378
107592,0.31,Good,G,SI2,63.1,55.0,4.33,4.35,2.74,405
133249,0.53,Ideal,G,VS2,61.8,56.0,5.17,5.2,3.2,1422
148670,0.51,Ideal,D,SI1,61.1,57.0,5.17,5.13,3.14,1552
73500,1.03,Premium,H,SI1,62.4,58.0,6.51,6.46,4.05,5080
47634,0.41,Premium,F,VS2,62.1,62.0,4.74,4.7,2.93,1107
175382,0.31,Ideal,F,VS2,62.0,55.0,4.3,4.33,2.68,625
144192,1.01,Premium,H,SI2,62.0,58.0,6.44,6.38,3.97,3303
34325,1.5,Good,F,SI2,61.1,60.0,7.23,7.28,4.42,8371
186708,1.22,Very Good,F,SI1,61.9,58.0,6.82,6.84,4.23,6951
88982,0.29,Very Good,D,VS1,63.3,58.0,4.2,4.24,2.68,507
100007,0.35,Ideal,E,VS2,61.5,55.0,4.56,4.52,2.79,767
1245,0.33,Ideal,G,VS2,61.7,55.0,4.46,4.48,2.76,629
186695,1.53,Very Good,G,SI1,63.1,56.0,7.32,7.26,4.6,10150
55110,1.01,Premium,G,VS2,59.8,60.0,6.47,6.52,3.88,5249
34146,0.36,Ideal,E,VVS1,62.7,57.0,4.51,4.56,2.84,1097
192370,0.41,Good,F,SI1,63.3,58.0,4.7,4.74,3.0,870
70465,2.16,Premium,G,SI2,60.5,60.0,8.47,8.45,5.09,17497
61385,0.3,Ideal,D,VS2,61.4,56.0,4.29,4.32,2.64,734
70911,0.33,Premium,H,VVS2,60.1,58.0,4.5,4.52,2.7,854
173012,0.72,Very Good,I,VS2,61.8,60.0,5.75,5.78,3.56,2174
101142,1.01,Ideal,H,SI2,62.0,57.0,6.46,6.43,3.99,4077
155904,1.7,Very Good,J,VS1,63.1,56.0,7.59,7.54,4.77,10349
137876,0.42,Ideal,H,VS1,61.7,56.0,4.84,4.81,2.97,1024
23976,1.5,Premium,D,VS2,61.5,59.0,7.31,7.26,4.48,13714
62896,0.33,Very Good,I,VVS2,62.9,56.0,4.39,4.37,2.75,743
32039,0.71,Ideal,H,SI2,61.9,57.0,5.75,5.68,3.54,400
85587,0.96,Ideal,D,SI2,62.8,59.0,6.31,6.26,3.95,4308
8967,0.7,Very Good,H,SI2,62.3,55.0,5.71,5.74,3.56,2066
53215,0.28,Very Good,G,SI1,61.9,56.0,4.17,4.21,2.6,394
142591,0.7,Ideal,G,SI1,61.6,56.0,5.68,5.71,3.51,2104
40531,0.71,Ideal,D,VS2,62.8,57.0,5.69,5.71,3.58,3235
186840,0.8,Very Good,G,VS1,62.9,57.0,5.91,5.94,3.72,3507
140920,0.41,Premium,E,SI1,61.5,59.0,4.77,4.75,2.93,969
50661,1.5,Ideal,H,SI1,62.4,57.0,7.28,7.25,4.54,10221
83055,2.28,Very Good,F,SI2,62.9,57.0,8.35,8.4,5.3,17244
81458,1.51,Very Good,I,VS2,62.7,59.0,7.26,7.3,4.56,9498
32040,1.22,Ideal,F,SI1,61.7,57.0,6.85,6.88,4.24,5631
184424,1.5,Premium,H,VS1,59.3,59.0,7.27,7.36,4.38,10819
43446,1.01,Premium,G,VS1,63.0,60.0,6.36,6.33,3.99,6750
191573,2.04,Ideal,J,VS2,62.2,57.0,8.07,8.16,5.05,12880
4234,0.59,Ideal,H,VS1,62.0,55.0,5.38,5.42,3.34,1781
169835,0.51,Ideal,D,VS1,61.7,56.0,5.13,5.15,3.16,1926
108906,0.35,Ideal,H,VVS2,61.1,57.0,4.56,4.57,2.79,669
86873,0.5,Ideal,H,SI2,62.4,55.0,5.08,5.11,3.18,1064
188931,1.04,Ideal,H,SI1,61.5,57.0,6.47,6.49,3.99,4714
128993,0.31,Ideal,E,SI1,62.0,56.0,4.32,4.36,2.69,640
88052,1.15,Very Good,H,VVS2,62.4,59.0,6.71,6.68,4.17,6837
22472,0.51,Premium,F,SI1,59.6,59.0,5.21,5.23,3.11,1265
156030,0.77,Ideal,E,VS2,62.3,57.0,5.81,5.86,3.64,3171
110278,0.32,Premium,H,VS2,60.7,59.0,4.42,4.38,2.67,648
41241,1.18,Very Good,D,SI2,61.2,60.0,6.8,6.85,4.18,5358
37172,1.03,Ideal,G,SI1,62.3,59.0,6.44,6.48,4.02,5518
2853,1.5,Premium,I,SI2,58.1,58.0,7.51,7.45,4.36,6147
58568,0.34,Ideal,G,VS2,60.3,57.0,4.51,4.55,2.74,596
66868,0.27,Very Good,G,VS2,60.8,56.0,4.14,4.17,2.52,391
141592,0.4,Good,F,SI1,63.3,54.0,4.69,4.74,2.99,742
121884,0.41,Good,G,VS2,63.3,56.0,4.7,4.75,2.99,789
157357,1.02,Good,H,VS2,61.9,61.0,6.44,6.48,3.99,5058
94297,0.42,Ideal,H,VS1,62.4,54.0,4.77,4.8,2.99,847
87620,0.51,Ideal,G,VVS1,61.8,55.0,5.18,5.15,3.19,2027
109329,0.56,Ideal,H,VS2,62.0,56.0,5.29,5.33,3.29,1576
153093,0.9,Ideal,G,SI1,62.1,56.0,6.17,6.14,3.82,3752
123917,0.3,Good,E,SI1,63.9,58.0,4.23,4.27,2.71,628
58890,2.01,Good,G,VS2,63.8,57.0,7.93,7.88,5.04,12907
85953,0.9,Ideal,J,VS1,61.2,55.0,6.25,6.24,3.81,3412
117392,0.36,Ideal,E,VS1,61.9,56.0,4.56,4.6,2.83,852
98518,0.34,Ideal,D,SI1,62.0,56.0,4.45,4.48,2.77,587
78288,1.16,Premium,F,VS2,60.7,58.0,6.83,6.79,4.12,10080
98289,0.3,Ideal,E,VS1,62.5,57.0,4.26,4.29,2.67,816
102207,0.33,Premium,H,VVS1,61.8,59.0,4.42,4.44,2.74,913
114306,0.31,Good,I,VS1,63.7,55.0,4.32,4.35,2.76,489
14587,0.78,Premium,D,VS2,60.9,58.0,5.97,5.93,3.62,3283
7252,0.67,Very Good,G,VVS2,61.5,57.4,5.62,5.65,3.46,2756
165990,0.43,Very Good,E,SI1,63.1,57.0,4.83,4.8,3.03,948
161828,1.31,Premium,H,VS2,61.5,59.0,6.91,6.99,4.27,7163
184374,0.7,Very Good,F,SI1,62.6,56.0,5.66,5.69,3.55,2753
64141,0.35,Premium,F,VS2,62.7,58.0,4.51,4.53,2.83,706
25918,0.72,Very Good,H,VS1,62.8,58.0,5.7,5.72,3.58,2557
94093,0.32,Ideal,D,VS2,61.6,55.0,4.39,4.41,2.71,758
122848,1.02,Premium,H,VS2,62.7,59.0,6.43,6.38,4.01,5280
61348,0.35,Ideal,F,SI2,62.6,56.0,4.5,4.53,2.82,591
184390,0.9,Premium,D,SI2,62.4,58.0,6.2,6.23,3.87,3604
83170,0.42,Ideal,E,VS2,62.4,55.0,4.83,4.8,3.0,975
69336,0.32,Very Good,I,SI1,63.3,57.0,4.4,4.37,2.78,449
165449,0.38,Ideal,F,VS2,61.2,57.0,4.68,4.63,2.85,767
73736,0.52,Ideal,E,VS2,61.9,54.0,5.18,5.21,3.21,1624
122940,0.4,Very Good,G,SI1,63.1,58.0,4.7,4.73,2.98,840
171970,0.9,Very Good,E,SI2,63.6,56.0,6.1,6.06,3.87,3756
51702,1.06,Ideal,G,VS2,62.6,55.0,6.51,6.55,4.08,6722
37968,1.2,Premium,E,SI1,63.0,61.0,6.73,6.68,4.24,6860
130124,0.9,Very Good,F,SI1,62.9,56.0,6.09,6.14,3.85,4385
64312,0.74,Premium,E,SI1,62.8,58.0,5.75,5.72,3.6,2782
153945,0.32,Premium,H,VS2,61.1,59.0,4.32,4.39,2.66,505
164268,0.6,Ideal,E,VS2,62.0,56.0,5.39,5.41,3.35,2107
112381,0.75,Ideal,D,SI1,61.7,57.0,5.83,5.85,3.61,3336
128124,0.91,Ideal,I,VS1,62.2,54.0,6.22,6.18,3.85,4058
109152,0.4,Premium,D,VS2,61.4,59.0,4.73,4.78,2.92,871
7165,1.51,Premium,G,VS2,60.4,59.0,7.37,7.34,4.44,13214
182770,1.6,Premium,I,VS1,58.5,61.0,7.64,7.61,4.51,10331
135790,1.52,Premium,H,VS1,62.9,59.0,7.28,7.32,4.6,12787
96922,0.23,Very Good,E,VVS2,59.0,59.0,4.07,4.1,2.4,530
138129,1.22,Ideal,H,SI2,61.9,57.0,6.89,6.84,4.25,5214
1699,1.0,Premium,F,SI1,60.1,58.0,6.45,6.48,3.89,5703
63674,0.3,Ideal,E,SI1,61.6,57.0,4.33,4.37,2.68,524
105319,0.4,Ideal,F,VVS2,60.4,56.0,4.78,4.82,2.9,994
94015,0.4,Ideal,E,VS2,62.7,56.0,4.75,4.74,2.98,975
116036,0.42,Ideal,G,VS2,62.0,56.0,4.84,4.82,2.99,847
136869,0.72,Ideal,F,SI1,61.2,57.0,5.77,5.83,3.55,2707
106502,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67,2717
91641,1.02,Ideal,H,SI1,62.0,57.0,6.45,6.48,4.01,4805
83105,0.56,Ideal,D,VS1,62.3,56.0,5.26,5.31,3.29,2027
130105,1.7,Ideal,H,VS1,62.4,55.0,7.65,7.7,4.79,14067
104378,1.51,Very Good,G,SI2,63.5,57.0,7.27,7.23,4.61,8583
28627,0.41,Ideal,E,SI1,62.4,57.0,4.74,4.76,2.96,755
118738,0.25,Premium,E,VVS1,63.0,60.0,4.01,3.99,2.53,1030
48893,0.36,Premium,I,VS1,61.8,58.0,4.57,4.61,2.84,626
78945,0.76,Very Good,F,SI1,61.8,57.0,5.85,5.89,3.63,2737
11672,1.24,Ideal,G,VS1,61.9,55.0,6.93,6.88,4.27,9120
150325,2.0,Very Good,F,SI1,62.0,57.0,7.97,8.06,4.99,17936
141756,0.33,Ideal,F,VS2,61.4,55.0,4.48,4.46,2.74,854
169120,0.41,Premium,E,SI2,61.7,58.0,4.82,4.79,2.97,810
6549,0.51,Premium,E,VS2,61.6,58.0,5.07,5.12,3.14,1575
78991,0.34,Ideal,G,VS2,61.0,55.0,4.54,4.51,2.76,765
171999,1.06,Premium,H,VS2,60.5,61.0,6.57,6.62,3.98,4840
17614,1.54,Premium,G,SI2,61.6,59.0,7.42,7.39,4.56,9106
13908,0.79,Ideal,G,SI1,62.1,55.0,5.9,5.93,3.67,3445
188766,0.9,Premium,H,SI1,62.9,59.0,6.08,6.06,3.82,3447
7511,0.33,Ideal,I,VVS2,61.5,56.0,4.47,4.45,2.74,743
189781,1.03,Premium,E,SI2,61.3,59.0,6.47,6.53,3.99,4138
110889,0.26,Very Good,E,VVS2,62.2,58.0,4.08,4.11,2.54,533
23608,1.07,Ideal,D,VS2,61.3,54.8,6.57,6.61,4.04,7697
83504,0.71,Ideal,E,VS2,62.5,57.0,5.72,5.65,3.56,3055
137230,0.4,Ideal,G,VVS1,60.8,56.0,4.77,4.74,2.9,1103
21733,0.4,Ideal,G,VS2,62.3,56.0,4.7,4.68,2.92,861
161973,0.41,Premium,D,VS2,60.8,58.0,4.8,4.76,2.91,1007
70956,1.5,Good,F,VS2,63.5,53.9,7.27,7.31,4.62,14691
136989,1.51,Very Good,J,VS2,62.8,59.0,7.23,7.28,4.55,7562
17995,1.55,Very Good,I,VS2,61.9,58.0,7.35,7.43,4.57,9659
112812,0.31,Very Good,G,VS1,62.0,56.0,4.31,4.37,2.69,625
50999,0.3,Ideal,H,VS2,62.0,54.0,4.31,4.34,2.68,489
176685,0.33,Ideal,F,VS2,62.4,54.0,4.47,4.45,2.78,854
38257,0.59,Ideal,I,VS2,62.5,54.0,5.34,5.39,3.35,1402
34317,0.7,Very Good,E,VS2,61.0,56.0,5.71,5.75,3.49,2960
73468,1.03,Ideal,G,VS2,62.9,57.0,6.4,6.47,4.06,5783
27512,0.51,Ideal,D,VS1,62.1,55.0,5.11,5.14,3.18,1793
126739,0.71,Ideal,D,SI1,61.4,56.0,5.75,5.78,3.53,2726
26432,1.04,Very Good,D,VS2,63.4,59.0,6.4,6.43,4.06,6784
179706,1.14,Very Good,G,VS1,61.1,58.0,6.72,6.76,4.13,7487
120232,1.02,Ideal,D,SI2,60.3,57.0,6.56,6.58,3.96,5984
132766,0.33,Ideal,E,SI2,61.0,57.0,4.5,4.47,2.73,594
106470,0.72,Ideal,F,SI1,62.0,56.0,5.79,5.84,3.6,2613
123550,0.9,Very Good,G,SI2,63.4,59.0,6.05,6.1,3.87,2993
43836,0.9,Very Good,H,VS1,59.9,59.0,6.24,6.29,3.74,4481
67729,0.33,Premium,G,VS1,60.5,58.0,4.44,4.48,2.7,666
4527,0.36,Ideal,D,VS1,61.8,56.0,4.54,4.56,2.81,1066
149218,0.33,Ideal,E,VVS1,61.4,56.0,4.47,4.49,2.74,1038
144116,0.93,Very Good,I,VS1,62.4,59.0,6.19,6.23,3.87,4044
111736,2.14,Very Good,J,SI2,60.3,59.0,8.34,8.41,5.05,12738
20084,0.41,Ideal,E,VVS1,62.5,57.0,4.74,4.78,2.98,1359
691,0.54,Ideal,H,SI1,61.7,56.0,5.22,5.26,3.23,1219
161225,0.73,Ideal,I,VVS2,62.3,56.0,5.74,5.78,3.59,2145
191765,1.12,Very Good,H,SI1,62.0,58.0,6.68,6.73,4.16,5551
80949,1.01,Very Good,D,VVS2,62.8,59.0,6.39,6.41,4.02,13588
115234,0.26,Ideal,I,VS1,62.6,54.0,4.11,4.14,2.58,578
16454,1.11,Ideal,G,VVS2,61.7,57.0,6.68,6.72,4.13,10277
35388,0.52,Ideal,H,SI1,61.6,57.0,5.16,5.2,3.19,1292
37554,0.3,Very Good,G,VS1,62.7,55.0,4.32,4.36,2.71,605
53587,1.7,Premium,I,VS2,62.5,59.0,7.59,7.54,4.75,10682
42564,0.3,Ideal,H,VS1,62.8,57.0,4.21,4.24,2.66,526
105624,0.31,Ideal,E,VS2,61.2,56.0,4.35,4.39,2.67,684
74153,2.0,Fair,H,SI1,64.9,58.0,7.93,7.82,5.09,13844
193298,0.3,Very Good,G,VS1,63.5,57.0,4.33,4.29,2.73,638
111157,1.51,Very Good,H,SI2,62.2,60.0,7.26,7.29,4.53,7437
65735,0.9,Very Good,J,SI1,62.5,59.0,6.07,6.15,3.82,2826
141222,0.32,Very Good,G,VS2,59.6,59.0,4.41,4.43,2.63,561
175414,1.02,Premium,H,SI1,62.2,58.0,6.41,6.45,4.0,4155
29551,0.71,Very Good,D,SI1,60.1,58.0,5.83,5.77,3.48,3043
120887,1.22,Ideal,E,SI1,61.4,57.0,6.89,6.85,4.22,6342
144977,0.39,Premium,E,VS1,60.6,59.0,4.7,4.67,2.83,1097
50029,1.0,Ideal,J,SI1,62.3,55.0,6.45,6.34,3.99,3175
116425,0.4,Good,D,SI1,63.7,57.0,4.74,4.7,3.01,803
147235,0.7,Premium,F,SI1,62.6,58.0,5.67,5.7,3.56,2196
115356,1.21,Very Good,H,SI2,61.1,60.0,6.89,6.95,4.21,4821
9446,0.59,Very Good,J,VS2,62.3,55.0,5.35,5.39,3.35,1197
31478,1.1,Ideal,H,SI2,62.1,55.0,6.66,6.59,4.13,4611
81773,1.03,Ideal,F,VS2,63.0,57.0,6.43,6.46,4.05,6928
102337,0.51,Ideal,E,VS1,61.7,56.0,5.11,5.17,3.17,1758
144610,1.51,Very Good,H,VS2,61.5,61.0,7.27,7.3,4.48,10581
137790,0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.71,644
107517,0.31,Ideal,E,VVS2,61.8,54.0,4.34,4.38,2.69,1046
139390,0.76,Ideal,F,VS1,61.3,55.0,5.89,5.91,3.61,3710
69030,0.72,Ideal,G,SI1,62.2,54.0,5.71,5.74,3.56,2277
89809,1.01,Premium,E,SI1,60.8,60.0,6.42,6.47,3.93,5456
159215,0.34,Premium,G,VS2,62.6,58.0,4.49,4.45,2.81,596
135126,0.31,Good,F,SI1,63.7,55.0,4.29,4.32,2.75,489
117427,0.32,Ideal,F,VS2,61.8,55.0,4.39,4.41,2.72,645
68671,0.55,Very Good,E,VS2,62.9,59.0,5.17,5.23,3.28,1752
91099,0.41,Ideal,F,SI1,62.7,57.0,4.78,4.72,2.98,1069
187155,1.19,Ideal,G,VS1,62.0,55.0,6.78,6.82,4.22,8486
107018,0.71,Ideal,G,VVS2,62.8,57.0,5.67,5.64,3.55,2962
50616,1.5,Very Good,G,SI2,63.4,54.0,7.28,7.23,4.6,9116
169276,0.3,Premium,H,VS1,62.5,59.0,4.28,4.34,2.69,526
180358,0.76,Premium,E,VS2,61.2,60.0,5.84,5.88,3.59,2837
109208,0.31,Ideal,G,SI1,61.9,55.0,4.38,4.41,2.72,571
117229,0.51,Ideal,F,VS2,62.4,55.0,5.11,5.13,3.2,1574
124040,0.83,Ideal,E,SI1,61.0,57.0,6.03,6.05,3.69,3584
112919,1.51,Premium,J,SI1,62.7,59.0,7.3,7.23,4.55,5756
71699,0.6,Ideal,H,IF,61.6,53.0,5.47,5.49,3.37,2125
16260,0.55,Ideal,F,VVS2,60.9,56.0,5.29,5.32,3.23,2423
86156,0.32,Premium,E,VS2,59.3,59.0,4.52,4.48,2.66,844
26153,0.42,Premium,H,VVS2,61.0,57.0,4.85,4.82,2.95,1219
14485,1.01,Ideal,F,VS2,62.4,57.0,6.44,6.46,4.02,6416
122529,0.86,Very Good,G,SI2,63.3,57.0,6.04,6.01,3.81,3007
101997,0.33,Ideal,G,VS2,61.4,53.0,4.48,4.45,2.74,765
172016,1.26,Ideal,E,VS2,61.8,57.0,7.0,6.93,4.29,10588
123029,0.31,Very Good,G,VS2,62.5,57.0,4.3,4.34,2.7,544
148680,0.35,Ideal,D,VS1,61.4,55.0,4.53,4.56,2.79,1092
103775,1.01,Very Good,D,SI2,61.7,56.0,6.38,6.45,3.96,4112
65516,2.03,Ideal,I,SI2,61.1,58.0,8.15,8.24,5.01,12161
136524,0.31,Ideal,E,SI1,61.1,55.0,4.37,4.39,2.68,544
117725,0.42,Premium,F,VS1,61.4,59.0,4.81,4.78,2.95,931
149048,1.51,Good,H,SI2,59.7,61.0,7.31,7.34,4.4,6651
122541,0.53,Ideal,D,VS2,61.9,56.0,5.2,5.23,3.23,1956
158742,1.11,Premium,I,SI1,59.8,59.0,6.74,6.69,4.02,4177
98843,2.08,Premium,I,VS1,61.7,58.0,8.21,8.16,5.05,16412
10626,0.7,Very Good,D,VVS2,62.2,60.0,5.61,5.65,3.5,3453
163569,0.72,Ideal,F,SI1,62.0,57.0,5.76,5.71,3.56,2561
92799,1.0,Good,H,VS1,63.7,59.0,6.32,6.28,4.01,4909
178076,0.53,Ideal,G,SI2,61.9,56.0,5.21,5.18,3.21,1090
45098,1.21,Ideal,G,VS1,62.1,55.0,6.79,6.84,4.23,9604
78961,0.41,Good,G,VS1,63.7,56.0,4.7,4.73,3.01,818
125227,1.03,Ideal,D,SI2,62.0,56.0,6.5,6.46,4.02,4879
50544,0.57,Ideal,G,SI1,62.1,57.0,5.28,5.32,3.29,1378
40102,1.0,Premium,E,SI1,62.7,58.0,6.41,6.34,4.0,5544
76302,2.14,Premium,G,VS2,60.6,58.0,8.43,8.35,5.04,16854
171619,1.68,Premium,F,SI1,59.6,60.0,7.78,7.72,4.61,10270
12727,0.92,Premium,H,SI2,60.1,60.0,6.38,6.35,3.82,3417
8610,0.3,Ideal,D,VVS2,62.6,57.0,4.25,4.28,2.67,766
80385,1.0,Very Good,E,SI2,62.0,59.0,6.31,6.39,3.93,4975
99375,2.04,Premium,J,SI2,59.9,58.0,8.21,8.16,4.94,12681
91419,0.32,Ideal,I,VS1,62.2,55.0,4.4,4.43,2.75,529
93639,0.33,Ideal,F,VVS1,63.0,57.0,4.42,4.38,2.77,854
64408,1.09,Ideal,G,VS1,61.3,56.0,6.66,6.64,4.07,7466
30642,0.43,Ideal,D,VS2,62.9,55.0,4.79,4.82,3.02,1192
180534,0.38,Very Good,D,VS1,59.7,61.0,4.67,4.71,2.79,871
114572,0.35,Premium,D,VS1,60.6,58.0,4.55,4.58,2.76,874
18181,0.71,Ideal,I,SI1,61.4,57.0,5.7,5.73,3.52,2372
22444,0.41,Very Good,I,VVS1,62.8,58.0,4.69,4.72,2.97,769
21646,0.4,Ideal,G,SI1,62.0,54.0,4.76,4.79,2.96,741
46179,0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
4451,1.02,Ideal,H,SI2,61.4,53.0,6.47,6.5,3.98,4918
154003,0.4,Ideal,I,VS2,61.9,55.0,4.76,4.79,2.96,660
143185,0.51,Premium,D,SI1,60.4,60.0,5.21,5.13,3.12,1786
181238,0.9,Very Good,D,SI2,61.9,56.0,6.13,6.24,3.83,3732
167393,1.14,Ideal,G,VS2,61.5,56.0,6.7,6.66,4.11,7168
32906,0.33,Ideal,F,VS2,61.8,54.0,4.47,4.46,2.76,880
169965,0.3,Ideal,F,VS1,61.9,56.0,4.3,4.34,2.68,696
175136,1.71,Ideal,H,VS1,61.6,58.0,7.74,7.67,4.75,16642
106870,0.4,Ideal,E,VS2,62.9,56.0,4.68,4.72,2.95,1040
32700,0.73,Ideal,H,IF,62.3,54.0,5.74,5.77,3.58,3307
114438,1.06,Good,I,SI1,63.4,57.0,6.48,6.45,4.11,4018
